Be Software International Pty Limited
Bearing service Pty ltd
Bebi Property Services Pty. ltd
Becker Mining Australia Pty ltd
Bedford Phoenix Incorporated
Bekaert Wire Ropes Pty ltd
Belgravia Leisure 
Bellfort Services Pty ltd
Bellingham Marine Australia Pty ltd
Bellwether Contractors Pty ltd
Bemis Flexible Packaging Australasia Limited
Bertrams Cleaning Pty ltd
Bervic Engineering Co Pty ltd
Bespoke Engineering Pty ltd
Bespoke Ventures Pty ltd
BETTA GROUP OF COMPANIES QLD PTY ltd
Betta Wardrobes and Shower Screens
Better Built Homes & Development Pty Limited
BFS Logistics WA
BGC (Australia) Pty ltd
BGC Fibre Cement
BGC Plasterboard
BHP Billiton Nickel West Pty ltd
Bianco Construction Supplies Pty ltd
Bianco Hiring Service Pty ltd
Bianco Reinforcing Pty ltd
Bianco Walling Pty ltd
Bielby Holdings Pty ltd
Big Green Surgical Company Pty ltd
Billi Australia Pty ltd
BioCentral Laboratories Limited
Biogiene Pty ltd
BioKem Oil Services Pty ltd
Bio-Rad Laboratories Pty ltd
BIOTRONIK Australia Pty ltd
Biotropica Australia Pty ltd
Bird Healthcare Pty. ltd
BIS Industries Limited
Bituminous Products Pty ltd
Bitzer Australia Pty Limited
Bitzios Consulting
BIZLINK Inc
BL Shipway & Co Pty ltd
Black Moth Vision Systems Pty ltd
Blacktree Technology Pty ltd
Blak Plan Pty ltd
Blend and Pack Pty ltd
Blue Sky Services (Vic) Pty. ltd
Bluefield AMS Pty ltd
Bluefin Resources Pty ltd
Bluegum Services Group Pty ltd
Bluewater Group (Australia) Pty ltd
BlueZone Group
Blundstone Australia Pty ltd
BM Alliance Coal Operations Pty Limited
BMC Welding & Construction Pty. ltd
BMD Constructions Pty ltd
BMD Holdings Pty ltd
BMD Urban Pty ltd
Boat Books Australia Pty. Limited
BOC Limited
BOC Limited
Boian Surgical Pty ltd
Bolwell Corporation Pty ltd
Bombardier Transportation
Bonacci Group Pty ltd
Boomaroo Nurseries Pty ltd
Booth Transport Pty ltd
Boron Molecular Pty Limited
Borvek Pty. ltd
Bostech Drilling Australia Pty ltd
Boundary Bend Limited
Bovey Management Pty ltd
BP Australia Pty ltd
Bradken Limited
Bradmill Outdoor Fabrics Pty ltd
Brand Services Australia Pty ltd
Braums Pty ltd
Breakaway Group Pty ltd
Breathe Fresh Australia Pty ltd
Breese Pitt Dixon Pty ltd
Brennan IT Pty Limited
Breseight Group
Brezac Constructions Pty ltd
Brickwood Holdings Pty ltd
Bridgestone Australia ltd
Bridgestone Mining Solutions Australia Pty ltd
Briggs & Stratton Australia Pty. LimitedK
Bright Print Group
Brightest Australia Pty. ltd
Brightwater Care Group (Inc)
Brilliant Boton (Australia) Conveyor Services Pty ltd
Brilliant Contractor Pty ltd
Brisbane Airport Corporation Pty ltd
Brister & Co. Pty Limited
Britannia Metal 
Britax Childcare Pty ltd
Britex Metal Products Co. Pty ltd
BRM Risk Management Pty ltd
Brobo Group Pty ltd
